import_importtariff_&_tax_item,import_rate,import_applicable_country,import_note,hs10digit,conventional_fta_conventional_duty,conventional_rate,conventional_fta_code,conventional_applicable_country,export_exporttariff_&_tax_item,export_rate,export_applicable_rate,export_applicable_country,export_importtariff_&_tax_item,export_note
,,,,0308120010,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0308120010,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0308120010,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0308120010,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0308120010,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0308120010,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0308120010,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0308120010,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0308120010,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308120010,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308120010,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0308120010,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0308120010,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0308120010,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0308120010,,,,,,7.0%,,,Import Duty,"If Goods CIF value exceed ￥5,000 RMB (About $700 USD),then can't be imported via Cross-border e-Commerce way, need via the General trade way;"
,,,,0308120010,,,,,,0.0%,,,Import Consumption Tax,
,,,,0308120010,,,,,,6.3%,,,Import VAT,
,,,,0308120010,,,,,,,,,,
General Duty,80.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0308120020,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0308120020,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0308120020,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0308120020,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0308120020,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0308120020,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0308120020,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0308120020,,,,,,,,,,
,,,,0308120020,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0308120020,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0308120020,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0308120020,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0308120020,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0308120020,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0308120020,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0308120020,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0308120020,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0308120020,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0308120020,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0308120020,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0308120020,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0308120020,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308120020,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308120020,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0308120020,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0308120020,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0308120020,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0308120020,,,,,,7.0%,,,Import Duty,"If Goods CIF value exceed ￥5,000 RMB (About $700 USD),then can't be imported via Cross-border e-Commerce way, need via the General trade way;"
,,,,0308120020,,,,,,0.0%,,,Import Consumption Tax,
,,,,0308120020,,,,,,6.3%,,,Import VAT,
,,,,0308120020,,,,,,,,,,
General Duty,80.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0308120090,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0308120090,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0308120090,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0308120090,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0308120090,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0308120090,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0308120090,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0308120090,,,,,,,,,,
,,,,0308120090,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0308120090,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0308120090,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0308120090,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0308120090,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0308120090,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0308120090,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0308120090,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0308120090,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0308120090,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0308120090,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0308120090,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0308120090,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0308120090,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308120090,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308120090,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0308120090,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0308120090,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0308120090,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0308120090,,,,,,7.0%,,,Import Duty,"If Goods CIF value exceed ￥5,000 RMB (About $700 USD),then can't be imported via Cross-border e-Commerce way, need via the General trade way;"
,,,,0308120090,,,,,,0.0%,,,Import Consumption Tax,
,,,,0308120090,,,,,,6.3%,,,Import VAT,
,,,,0308120090,,,,,,,,,,
General Duty,80.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0308190010,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0308190010,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0308190010,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0308190010,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0308190010,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0308190010,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0308190010,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0308190010,,,,,,,,,,
,,,,0308190010,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0308190010,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0308190010,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0308190010,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0308190010,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0308190010,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0308190010,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0308190010,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0308190010,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0308190010,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0308190010,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0308190010,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0308190010,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0308190010,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308190010,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308190010,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0308190010,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0308190010,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0308190010,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0308190010,,,,,,7.0%,,,Import Duty,"If Goods CIF value exceed ￥5,000 RMB (About $700 USD),then can't be imported via Cross-border e-Commerce way, need via the General trade way;"
,,,,0308190010,,,,,,0.0%,,,Import Consumption Tax,
,,,,0308190010,,,,,,6.3%,,,Import VAT,
,,,,0308190010,,,,,,,,,,
General Duty,80.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0308190020,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0308190020,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0308190020,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0308190020,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0308190020,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0308190020,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0308190020,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0308190020,,,,,,,,,,
,,,,0308190020,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0308190020,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0308190020,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0308190020,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0308190020,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0308190020,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0308190020,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0308190020,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0308190020,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0308190020,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0308190020,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0308190020,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0308190020,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0308190020,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308190020,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308190020,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0308190020,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0308190020,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0308190020,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0308190020,,,,,,7.0%,,,Import Duty,"If Goods CIF value exceed ￥5,000 RMB (About $700 USD),then can't be imported via Cross-border e-Commerce way, need via the General trade way;"
,,,,0308190020,,,,,,0.0%,,,Import Consumption Tax,
,,,,0308190020,,,,,,6.3%,,,Import VAT,
,,,,0308190020,,,,,,,,,,
General Duty,80.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0308190090,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0308190090,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0308190090,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0308190090,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0308190090,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0308190090,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0308190090,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0308190090,,,,,,,,,,
,,,,0308190090,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0308190090,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0308190090,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0308190090,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0308190090,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0308190090,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0308190090,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0308190090,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0308190090,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0308190090,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0308190090,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0308190090,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0308190090,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0308190090,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308190090,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308190090,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0308190090,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0308190090,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0308190090,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0308190090,,,,,,7.0%,,,Import Duty,"If Goods CIF value exceed ￥5,000 RMB (About $700 USD),then can't be imported via Cross-border e-Commerce way, need via the General trade way;"
,,,,0308190090,,,,,,0.0%,,,Import Consumption Tax,
,,,,0308190090,,,,,,6.3%,,,Import VAT,
,,,,0308190090,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0308211000,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0308211000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0308211000,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0308211000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0308211000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0308211000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0308211000,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0308211000,,,,,,,,,,
,,,,0308211000,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0308211000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0308211000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0308211000,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0308211000,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0308211000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0308211000,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0308211000,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0308211000,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0308211000,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0308211000,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0308211000,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0308211000,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0308211000,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308211000,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0308211000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0308211000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0308211000,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0308211000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0308211000,,,,,Export Duty,0.0%,,China,,
,,,,0308211000,,,,,Interim Export Duty,,or.,China,,
,,,,0308211000,,,,,Export VAT,9.0%,,China,,
,,,,0308211000,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0308211000,,,,,,,,,,
General Duty,70.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0308219010,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0308219010,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0308219010,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0308219010,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0308219010,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0308219010,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0308219010,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0308219010,,,,,,,,,,
